METADATA:
Experiment Seed,Subject
330577,Enter Name Here
Time after setup,7.270502400002442
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Two-Back Task
Start Time,10.103325800038874
2-back Task Start,10.689911100023892,,,,Two-Back Task,1,Enter Name Here,,faces,
fixation cross,10.719802800042089,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,12.805755100038368,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,12.80578360002255,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,14.839735400048085,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,14.839772600040305,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,16.88570189999882,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,16.885728600027505,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,18.908241600031033,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,18.908278900024015,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,20.95625760004623,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,20.95628530002432,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,22.978528300009202,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,22.97857470001327,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,25.028682000003755,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,25.02871160005452,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,27.064526800008025,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,27.06456300005084,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,29.108446400030516,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,29.10847370000556,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,31.135376600024756,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,31.13547680003103,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,33.175705900008325,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,33.17573509999784,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,35.204398500034586,,,,Two-Back Task,1,Enter Name Here,,faces,
