METADATA:
Experiment Seed,Subject
4455038,Enter Name Here
Time after setup,2.859573099995032
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
 
Runtime Mod,-5
EXPERIMENT DATA:,Two-Back Task
Start Time,6.194971999968402
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,81.19046910002362
ESQ,607.773895499995,,Future_response,8.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 8,Two-Back Task-scenes
ESQ,608.8654777000193,,Deliberate_response,6.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 6,Two-Back Task-scenes
ESQ,609.9835099000484,,Detailed_response,9.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 9,Two-Back Task-scenes
ESQ,611.5952184000053,,Problem_response,7.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 7,Two-Back Task-scenes
ESQ,612.7126781999832,,Images_response,6.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 6,Two-Back Task-scenes
ESQ,700.5440364000387,,Knowledge_response,4.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 4,Two-Back Task-scenes
ESQ,701.634104100056,,Past_response,9.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 9,Two-Back Task-scenes
ESQ,702.9467231000308,,Self_response,5.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 5,Two-Back Task-scenes
ESQ,703.9878797000274,,Words_response,9.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 9,Two-Back Task-scenes
ESQ,705.043023700011,,Focus_response,9.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 9,Two-Back Task-scenes
ESQ,706.3006899000611,,Sounds_response,5.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 5,Two-Back Task-scenes
ESQ,707.5579649000429,,Distracting_response,3.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 3,Two-Back Task-scenes
ESQ,708.8156927999808,,Absorption_response,8.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 8,Two-Back Task-scenes
ESQ,709.9177746999776,,Emotion_response,8.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 8,Two-Back Task-scenes
ESQ,711.029388200026,,Intrusive_response,2.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 2,Two-Back Task-scenes
ESQ,712.308403300005,,Other_response,2.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 2,Two-Back Task-scenes
 
Runtime Mod,-13
EXPERIMENT DATA:,Two-Back Task
Start Time,712.3552049000282
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,776.2650398999685
ESQ,23339.19333749998,,Intrusive_response,9.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 9,Two-Back Task-scenes
ESQ,23340.31119160005,,Words_response,8.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 8,Two-Back Task-scenes
ESQ,23341.527931599994,,Detailed_response,9.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 9,Two-Back Task-scenes
ESQ,23342.72758930002,,Knowledge_response,5.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 5,Two-Back Task-scenes
ESQ,23343.81191050005,,Absorption_response,7.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 7,Two-Back Task-scenes
ESQ,23344.922009399976,,Problem_response,10.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 10,Two-Back Task-scenes
