METADATA:,,,,,,,,,,
Block Runtime,Experiment Seed,Subject,,,,,,,,
NoGoStimulus End,198.5359208,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,200.8495198,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,201.602521,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,204.0126969,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,204.653341,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
ZeroBackStimulus Start,205.8323944,,,,Zero-Back Task,1,8728008,,ZeroBack,
ZeroBackStimulus End,206.2700509,TRUE,,,Zero-Back Task,1,8728008,left,ZeroBack,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,210.7373272,,,,,,,,,
ESQ,218.8594448,,Deliberate_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,227.2516252,,Deliberate_response,2.1,Experience Sampling Questions,1,8728008,,Marker Started at 3,Zero-Back Task
ESQ,227.2520703,,Distracting_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,234.4180534,,Distracting_response,3.7,Experience Sampling Questions,1,8728008,,Marker Started at 3,Zero-Back Task
ESQ,234.4192131,,Knowledge_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,242.5509794,,Knowledge_response,7.5,Experience Sampling Questions,1,8728008,,Marker Started at 2,Zero-Back Task
ESQ,242.5521442,,Intrusive_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,246.5170667,,Intrusive_response,4.6,Experience Sampling Questions,1,8728008,,Marker Started at 8,Zero-Back Task
ESQ,246.5182185,,Past_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,254.568028,,Past_response,7.2,Experience Sampling Questions,1,8728008,,Marker Started at 4,Zero-Back Task
ESQ,254.5692179,,Problem_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,258.76675,,Problem_response,8,Experience Sampling Questions,1,8728008,,Marker Started at 6,Zero-Back Task
ESQ,258.7678714,,Detailed_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,261.9179656,,Detailed_response,6.4,Experience Sampling Questions,1,8728008,,Marker Started at 8,Zero-Back Task
ESQ,261.9191687,,Future_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,264.4837986,,Future_response,7.7,Experience Sampling Questions,1,8728008,,Marker Started at 9,Zero-Back Task
ESQ,264.4850134,,Other_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,269.2003132,,Other_response,8.4,Experience Sampling Questions,1,8728008,,Marker Started at 9,Zero-Back Task
ESQ,269.2013378,,Self_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,272.29977,,Self_response,9.5,Experience Sampling Questions,1,8728008,,Marker Started at 6,Zero-Back Task
ESQ,272.3000342,,Focus_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,275.0996649,,Focus_response,8.3,Experience Sampling Questions,1,8728008,,Marker Started at 3,Zero-Back Task
ESQ,275.1008149,,Absorption_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,280.0341181,,Absorption_response,5,Experience Sampling Questions,1,8728008,,Marker Started at 9,Zero-Back Task
ESQ,280.0347153,,Emotion_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,284.9673142,,Emotion_response,5.8,Experience Sampling Questions,1,8728008,,Marker Started at 4,Zero-Back Task
ESQ,284.9686113,,Modality_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,289.8162544,,Modality_response,7.8,Experience Sampling Questions,1,8728008,,Marker Started at 7,Zero-Back Task
EXPERIMENT DATA:,Zero-Back Task,,,,,,,,,
Start Time,289.8375683,,,,,,,,,
0-Back Start,289.8376264,,,,Zero-Back Task,1,8728008,,,
NoGoStimulus Start,303.7393914,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,304.9826559,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,307.3926232,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,308.0336678,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,309.8043591,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,311.0824666,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
ZeroBackStimulus Start,313.3641812,,,,Zero-Back Task,1,8728008,,ZeroBack,
ZeroBackStimulus End,313.8818087,TRUE,,,Zero-Back Task,1,8728008,right,ZeroBack,
NoGoStimulus Start,319.132877,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,320.1989899,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,322.5659626,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,323.2487936,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,325.6033362,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,326.2986774,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
ZeroBackStimulus Start,328.119675,,,,Zero-Back Task,1,8728008,,ZeroBack,
ZeroBackStimulus End,328.6496698,TRUE,,,Zero-Back Task,1,8728008,left,ZeroBack,
NoGoStimulus Start,334.0449212,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,335.431766,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,337.8778924,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,338.4983011,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,340.6482389,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,341.5482141,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,343.5960961,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,344.6151329,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
ZeroBackStimulus Start,346.043323,,,,Zero-Back Task,1,8728008,,ZeroBack,
ZeroBackStimulus End,346.5999896,TRUE,,,Zero-Back Task,1,8728008,left,ZeroBack,
NoGoStimulus Start,352.3318509,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,353.7147082,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,356.0040967,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,356.7644327,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,359.0534523,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,359.8142961,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,362.3103915,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,362.881014,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,364.5140185,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,365.9307531,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,368.2406887,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,368.9820718,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
ZeroBackStimulus Start,370.4061818,,,,Zero-Back Task,1,8728008,,ZeroBack,
ZeroBackStimulus End,370.8994075,TRUE,,,Zero-Back Task,1,8728008,right,ZeroBack,
NoGoStimulus Start,376.6142713,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,378.0971911,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
NoGoStimulus Start,379.9226885,,,,Zero-Back Task,1,8728008,,ZeroBack,
NoGoStimulus End,381.1475494,TRUE,,,Zero-Back Task,1,8728008,None,ZeroBack,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,381.1690356,,,,,,,,,
ESQ,388.1259062,,Intrusive_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,393.2801995,,Intrusive_response,5.3,Experience Sampling Questions,1,8728008,,Marker Started at 7,Zero-Back Task
ESQ,393.281397,,Focus_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,400.7472575,,Focus_response,7.5,Experience Sampling Questions,1,8728008,,Marker Started at 9,Zero-Back Task
ESQ,400.7483839,,Deliberate_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,408.8633777,,Deliberate_response,7.6,Experience Sampling Questions,1,8728008,,Marker Started at 8,Zero-Back Task
ESQ,408.8645126,,Distracting_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,415.4122987,,Distracting_response,3.1,Experience Sampling Questions,1,8728008,,Marker Started at 8,Zero-Back Task
ESQ,415.4135028,,Absorption_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,418.8281782,,Absorption_response,7.2,Experience Sampling Questions,1,8728008,,Marker Started at 7,Zero-Back Task
ESQ,418.8293083,,Problem_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,421.5121336,,Problem_response,7,Experience Sampling Questions,1,8728008,,Marker Started at 2,Zero-Back Task
ESQ,421.5132975,,Future_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,425.3455474,,Future_response,7.1,Experience Sampling Questions,1,8728008,,Marker Started at 10,Zero-Back Task
ESQ,425.3466809,,Self_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,428.5302794,,Self_response,7.3,Experience Sampling Questions,1,8728008,,Marker Started at 2,Zero-Back Task
ESQ,428.5314289,,Knowledge_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,433.811969,,Knowledge_response,7.6,Experience Sampling Questions,1,8728008,,Marker Started at 7,Zero-Back Task
ESQ,433.8131199,,Detailed_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,437.7956463,,Detailed_response,5.8,Experience Sampling Questions,1,8728008,,Marker Started at 9,Zero-Back Task
ESQ,437.7960016,,Other_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,439.9278735,,Other_response,7.7,Experience Sampling Questions,1,8728008,,Marker Started at 5,Zero-Back Task
ESQ,439.9290177,,Modality_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,446.8289413,,Modality_response,5,Experience Sampling Questions,1,8728008,,Marker Started at 7,Zero-Back Task
ESQ,446.8300925,,Emotion_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,449.7619204,,Emotion_response,7.3,Experience Sampling Questions,1,8728008,,Marker Started at 7,Zero-Back Task
ESQ,449.7631009,,Past_start,,Experience Sampling Questions,1,8728008,,,Zero-Back Task
ESQ,457.0281556,,Past_response,5,Experience Sampling Questions,1,8728008,,Marker Started at 2,Zero-Back Task
EXPERIMENT DATA:,One-Back Task,,,,,,,,,
Start Time,457.0479475,,,,,,,,,
0-Back Start,457.0479881,,,,One-Back Task,1,8728008,,,
NoGoStimulus Start,513.1999747,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,514.4427932,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,516.8527529,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,517.4940992,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,519.2643755,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,520.5427462,TRUE,,,One-Back Task,1,8728008,None,OneBack,
OneBackStimulus Start,522.1184613,,,,One-Back Task,1,8728008,,OneBack,
OneBackStimulus End,526.5766949,FALSE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,528.7922015,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,529.6257063,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,531.9933445,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,532.6759208,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,534.7895262,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,535.7423534,TRUE,,,One-Back Task,1,8728008,None,OneBack,
OneBackStimulus Start,537.5335066,,,,One-Back Task,1,8728008,,OneBack,
OneBackStimulus End,538.2422473,TRUE,,,One-Back Task,1,8728008,left,OneBack,
NoGoStimulus Start,544.238743,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,544.8588112,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,547.008095,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,547.9086728,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,549.4545008,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,550.9751425,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,553.4019808,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,554.0261223,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,556.4081302,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,557.0750214,TRUE,,,One-Back Task,1,8728008,None,OneBack,
OneBackStimulus Start,558.1192059,,,,One-Back Task,1,8728008,,OneBack,
OneBackStimulus End,559.0255761,TRUE,,,One-Back Task,1,8728008,right,OneBack,
NoGoStimulus Start,564.780331,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,566.1746936,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,568.6697619,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,569.2257019,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,570.8586703,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,572.274455,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,574.3274297,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,575.3248356,TRUE,,,One-Back Task,1,8728008,None,OneBack,
OneBackStimulus Start,577.1479942,,,,One-Back Task,1,8728008,,OneBack,
OneBackStimulus End,577.9741291,TRUE,,,One-Back Task,1,8728008,left,OneBack,
NoGoStimulus Start,582.9267847,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,584.4408153,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,586.1296722,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,587.490908,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,589.6236746,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,590.5413838,TRUE,,,One-Back Task,1,8728008,None,OneBack,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,590.563298,,,,,,,,,
ESQ,598.3363087,,Emotion_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,607.6569982,,Emotion_response,4.9,Experience Sampling Questions,1,8728008,,Marker Started at 10,One-Back Task
ESQ,607.6581801,,Future_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,612.772687,,Future_response,1.5,Experience Sampling Questions,1,8728008,,Marker Started at 4,One-Back Task
ESQ,612.7738142,,Self_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,615.3066372,,Self_response,2.6,Experience Sampling Questions,1,8728008,,Marker Started at 8,One-Back Task
ESQ,615.3078136,,Modality_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,618.8891404,,Modality_response,1.3,Experience Sampling Questions,1,8728008,,Marker Started at 6,One-Back Task
ESQ,618.8903137,,Distracting_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,623.2568262,,Distracting_response,1,Experience Sampling Questions,1,8728008,,Marker Started at 9,One-Back Task
ESQ,623.2579963,,Deliberate_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,625.9728894,,Deliberate_response,10,Experience Sampling Questions,1,8728008,,Marker Started at 10,One-Back Task
ESQ,625.9741488,,Intrusive_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,630.0392641,,Intrusive_response,4.9,Experience Sampling Questions,1,8728008,,Marker Started at 9,One-Back Task
ESQ,630.0404314,,Focus_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,633.222004,,Focus_response,1,Experience Sampling Questions,1,8728008,,Marker Started at 2,One-Back Task
ESQ,633.2231015,,Knowledge_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,637.289197,,Knowledge_response,8.9,Experience Sampling Questions,1,8728008,,Marker Started at 5,One-Back Task
ESQ,637.2903516,,Past_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,640.7884774,,Past_response,8.7,Experience Sampling Questions,1,8728008,,Marker Started at 3,One-Back Task
ESQ,640.7896164,,Detailed_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,643.3733905,,Detailed_response,8.5,Experience Sampling Questions,1,8728008,,Marker Started at 5,One-Back Task
ESQ,643.3745331,,Other_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,646.6550521,,Other_response,1.9,Experience Sampling Questions,1,8728008,,Marker Started at 3,One-Back Task
ESQ,646.656237,,Problem_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,650.1383643,,Problem_response,2.5,Experience Sampling Questions,1,8728008,,Marker Started at 7,One-Back Task
ESQ,650.1394998,,Absorption_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
ESQ,656.972772,,Absorption_response,9.4,Experience Sampling Questions,1,8728008,,Marker Started at 6,One-Back Task
EXPERIMENT DATA:,One-Back Task,,,,,,,,,
Start Time,656.9856883,,,,,,,,,
0-Back Start,656.9857229,,,,One-Back Task,1,8728008,,,
NoGoStimulus Start,684.2279183,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,685.4710994,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,687.881077,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,688.5224075,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,690.2923173,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,691.5712327,TRUE,,,One-Back Task,1,8728008,None,OneBack,
OneBackStimulus Start,693.1455949,,,,One-Back Task,1,8728008,,OneBack,
OneBackStimulus End,697.6202095,FALSE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,699.8361147,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,700.6705931,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,703.039019,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,703.7204066,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,705.8334304,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,706.7867309,TRUE,,,One-Back Task,1,8728008,None,OneBack,
OneBackStimulus Start,708.5777417,,,,One-Back Task,1,8728008,,OneBack,
OneBackStimulus End,709.3699719,TRUE,,,One-Back Task,1,8728008,left,OneBack,
NoGoStimulus Start,715.2824802,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,715.9034664,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,718.0532645,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,718.9532723,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,720.4985608,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,722.0046149,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,724.4301887,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,725.0541577,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,727.4364916,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,728.1033151,TRUE,,,One-Back Task,1,8728008,None,OneBack,
OneBackStimulus Start,729.1462183,,,,One-Back Task,1,8728008,,OneBack,
OneBackStimulus End,730.2704315,TRUE,,,One-Back Task,1,8728008,right,OneBack,
NoGoStimulus Start,735.8096044,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,737.2027582,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,739.6986925,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,740.2694292,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,741.9019688,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,743.3193278,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,745.3719185,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,746.3693441,TRUE,,,One-Back Task,1,8728008,None,OneBack,
OneBackStimulus Start,748.1922665,,,,One-Back Task,1,8728008,,OneBack,
OneBackStimulus End,748.9020171,TRUE,,,One-Back Task,1,8728008,left,OneBack,
NoGoStimulus Start,753.9709201,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,755.4855547,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,757.1751755,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,758.5358781,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,760.6679457,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,761.5852934,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,763.6709584,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,764.6348788,TRUE,,,One-Back Task,1,8728008,None,OneBack,
OneBackStimulus Start,765.7860362,,,,One-Back Task,1,8728008,,OneBack,
OneBackStimulus End,767.3519756,TRUE,,,One-Back Task,1,8728008,right,OneBack,
NoGoStimulus Start,773.1100856,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,773.7352534,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,775.9095638,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,776.7849194,TRUE,,,One-Back Task,1,8728008,None,OneBack,
NoGoStimulus Start,779.0999858,,,,One-Back Task,1,8728008,,OneBack,
NoGoStimulus End,779.8513273,TRUE,,,One-Back Task,1,8728008,None,OneBack,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,779.8685955,,,,,,,,,
ESQ,785.3479305,,Problem_start,,Experience Sampling Questions,1,8728008,,,One-Back Task
