METADATA:,,,,,,,,,,
Block Runtime,Experiment Seed,Subject,,,,,,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,1222.84199,,,,,,,,,
ESQ,1229.873356,,Past_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1237.335385,,Past_response,1,Experience Sampling Questions,1,8082915,,Marker Started at 10,Finger Tapping Task
ESQ,1237.336338,,Distracting_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1250.318707,,Distracting_response,2.1,Experience Sampling Questions,1,8082915,,Marker Started at 9,Finger Tapping Task
ESQ,1250.319788,,Other_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1254.534786,,Other_response,1,Experience Sampling Questions,1,8082915,,Marker Started at 5,Finger Tapping Task
ESQ,1254.535916,,Detailed_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1260.434856,,Detailed_response,2,Experience Sampling Questions,1,8082915,,Marker Started at 4,Finger Tapping Task
ESQ,1260.435664,,Absorption_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1265.333504,,Absorption_response,2.9,Experience Sampling Questions,1,8082915,,Marker Started at 9,Finger Tapping Task
ESQ,1265.334653,,Self_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1270.501384,,Self_response,6.5,Experience Sampling Questions,1,8082915,,Marker Started at 5,Finger Tapping Task
ESQ,1270.502527,,Emotion_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1278.132862,,Emotion_response,4.3,Experience Sampling Questions,1,8082915,,Marker Started at 3,Finger Tapping Task
ESQ,1278.134066,,Focus_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1284.701463,,Focus_response,7.2,Experience Sampling Questions,1,8082915,,Marker Started at 6,Finger Tapping Task
ESQ,1284.702682,,Problem_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1291.199353,,Problem_response,2.3,Experience Sampling Questions,1,8082915,,Marker Started at 3,Finger Tapping Task
ESQ,1291.200484,,Future_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1297.766517,,Future_response,7.4,Experience Sampling Questions,1,8082915,,Marker Started at 2,Finger Tapping Task
ESQ,1297.766962,,Deliberate_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1304.248441,,Deliberate_response,4.6,Experience Sampling Questions,1,8082915,,Marker Started at 3,Finger Tapping Task
ESQ,1304.249581,,Knowledge_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1309.233699,,Knowledge_response,8.8,Experience Sampling Questions,1,8082915,,Marker Started at 5,Finger Tapping Task
ESQ,1309.234908,,Modality_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1314.049031,,Modality_response,1,Experience Sampling Questions,1,8082915,,Marker Started at 7,Finger Tapping Task
ESQ,1314.050197,,Intrusive_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1319.581956,,Intrusive_response,5.7,Experience Sampling Questions,1,8082915,,Marker Started at 2,Finger Tapping Task
EXPERIMENT DATA:,Finger Tapping Task,,,,,,,,,
Start Time,1319.60459,,,,,,,,,
Finger Tapping Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Block Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial Start,,,,,Finger Tapping Task,1,8082915,,,
Finger Tapping Trial End,,TRUE,,,Finger Tapping Task,1,8082915,,,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,1433.295367,,,,,,,,,
ESQ,1437.274937,,Future_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1443.079289,,Future_response,8.2,Experience Sampling Questions,1,8082915,,Marker Started at 9,Finger Tapping Task
ESQ,1443.080469,,Distracting_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1446.877756,,Distracting_response,1,Experience Sampling Questions,1,8082915,,Marker Started at 8,Finger Tapping Task
ESQ,1446.87888,,Emotion_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1451.544542,,Emotion_response,5.3,Experience Sampling Questions,1,8082915,,Marker Started at 6,Finger Tapping Task
ESQ,1451.545756,,Past_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1455.627808,,Past_response,7,Experience Sampling Questions,1,8082915,,Marker Started at 5,Finger Tapping Task
ESQ,1455.628955,,Other_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1458.245226,,Other_response,1,Experience Sampling Questions,1,8082915,,Marker Started at 2,Finger Tapping Task
ESQ,1458.246276,,Self_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1462.09427,,Self_response,7,Experience Sampling Questions,1,8082915,,Marker Started at 3,Finger Tapping Task
ESQ,1462.095434,,Problem_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1467.328551,,Problem_response,5.9,Experience Sampling Questions,1,8082915,,Marker Started at 7,Finger Tapping Task
ESQ,1467.329716,,Knowledge_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1471.776869,,Knowledge_response,3.9,Experience Sampling Questions,1,8082915,,Marker Started at 3,Finger Tapping Task
ESQ,1471.778021,,Intrusive_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1475.827887,,Intrusive_response,2,Experience Sampling Questions,1,8082915,,Marker Started at 2,Finger Tapping Task
ESQ,1475.828927,,Focus_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1481.093476,,Focus_response,8.9,Experience Sampling Questions,1,8082915,,Marker Started at 7,Finger Tapping Task
ESQ,1481.094707,,Deliberate_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1484.243706,,Deliberate_response,8.2,Experience Sampling Questions,1,8082915,,Marker Started at 9,Finger Tapping Task
ESQ,1484.244931,,Modality_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1488.12707,,Modality_response,1,Experience Sampling Questions,1,8082915,,Marker Started at 3,Finger Tapping Task
ESQ,1488.127755,,Detailed_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1493.859315,,Detailed_response,4.3,Experience Sampling Questions,1,8082915,,Marker Started at 7,Finger Tapping Task
ESQ,1493.860448,,Absorption_start,,Experience Sampling Questions,1,8082915,,,Finger Tapping Task
ESQ,1498.343705,,Absorption_response,8.3,Experience Sampling Questions,1,8082915,,Marker Started at 10,Finger Tapping Task
EXPERIMENT DATA:,GoNoGo Task,,,,,,,,,
Start Time,1498.359581,,,,,,,,,
gonogo START,1498.35962,,,,GoNoGo Task,1,8082915,,,
Go/NoGo Initialized,1526.525571,,,,GoNoGo Task,1,8082915,,,
Stimulus start,1527.588331,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1528.842746,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1529.6467,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1530.659397,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1531.468159,,,,GoNoGo Task,1,8082915,,Type: NoGo,
Stimulus end,1532.726026,TRUE,,,GoNoGo Task,1,8082915,,Type: NoGo,
Stimulus start,1533.539587,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1534.792408,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1535.853163,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1537.109168,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1538.171241,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1539.176,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1539.738078,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1540.742949,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1541.547247,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1542.559215,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1543.117293,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1543.875503,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1544.678648,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1545.692107,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1546.253405,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1547.2596,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1548.071243,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1549.326269,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1550.382006,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1551.142114,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1551.704402,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1552.70935,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1553.271562,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1554.025457,noResponse,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1554.828432,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1556.092158,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1556.649611,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1557.658543,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1558.714421,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1559.725101,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1560.527497,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1561.541502,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1562.350539,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1563.358443,noResponse,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1563.910713,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1564.925222,noResponse,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1565.485473,,,,GoNoGo Task,1,8082915,,Type: NoGo,
Stimulus end,1566.740324,FALSE,,,GoNoGo Task,1,8082915,,Type: NoGo,
Stimulus start,1567.79974,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1569.058359,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1569.871882,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1570.624729,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1571.434642,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1572.691591,noResponse,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1573.504123,,,,GoNoGo Task,1,8082915,,Type: NoGo,
Stimulus end,1574.508938,TRUE,,,GoNoGo Task,1,8082915,,Type: NoGo,
Stimulus start,1575.070927,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1576.0745,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1576.627672,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1577.891253,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1578.957428,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1580.208068,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1580.760868,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1582.023613,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1582.577156,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1583.589911,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1584.143603,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1584.907842,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1585.974428,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1586.97445,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1588.031846,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1588.790688,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1589.59372,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1590.357514,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1590.920583,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1592.174045,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1592.985416,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1593.741542,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1594.304078,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1595.557312,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1596.619521,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1597.874779,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1598.689938,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1599.440663,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1599.992739,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1600.757095,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1601.309546,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1602.074039,noResponse,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1603.138111,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1603.890567,noResponse,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1604.447101,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1605.206905,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1606.018441,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1607.024443,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Go/NoGo Finished,1607.074625,,,,GoNoGo Task,1,8082915,,,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,1607.092041,,,,,,,,,
ESQ,1609.420187,,Focus_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1614.190346,,Focus_response,8.8,Experience Sampling Questions,1,8082915,,Marker Started at 6,GoNoGo Task
ESQ,1614.191478,,Distracting_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1619.089508,,Distracting_response,2,Experience Sampling Questions,1,8082915,,Marker Started at 7,GoNoGo Task
ESQ,1619.090807,,Intrusive_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1622.072055,,Intrusive_response,1.6,Experience Sampling Questions,1,8082915,,Marker Started at 3,GoNoGo Task
ESQ,1622.072488,,Problem_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1625.573439,,Problem_response,6.6,Experience Sampling Questions,1,8082915,,Marker Started at 9,GoNoGo Task
ESQ,1625.574566,,Emotion_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1630.939798,,Emotion_response,5.7,Experience Sampling Questions,1,8082915,,Marker Started at 7,GoNoGo Task
ESQ,1630.940939,,Knowledge_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1636.355233,,Knowledge_response,1.8,Experience Sampling Questions,1,8082915,,Marker Started at 9,GoNoGo Task
ESQ,1636.356541,,Deliberate_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1639.589894,,Deliberate_response,4.6,Experience Sampling Questions,1,8082915,,Marker Started at 6,GoNoGo Task
ESQ,1639.591024,,Other_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1642.789509,,Other_response,1,Experience Sampling Questions,1,8082915,,Marker Started at 4,GoNoGo Task
ESQ,1642.790631,,Detailed_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1647.622029,,Detailed_response,4.6,Experience Sampling Questions,1,8082915,,Marker Started at 9,GoNoGo Task
ESQ,1647.622983,,Modality_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1651.272754,,Modality_response,1,Experience Sampling Questions,1,8082915,,Marker Started at 2,GoNoGo Task
ESQ,1651.273891,,Past_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1659.12113,,Past_response,5.6,Experience Sampling Questions,1,8082915,,Marker Started at 3,GoNoGo Task
ESQ,1659.122259,,Self_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1660.187985,,Self_response,8,Experience Sampling Questions,1,8082915,,Marker Started at 8,GoNoGo Task
ESQ,1660.189008,,Future_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1667.771902,,Future_response,8.1,Experience Sampling Questions,1,8082915,,Marker Started at 10,GoNoGo Task
ESQ,1667.773022,,Absorption_start,,Experience Sampling Questions,1,8082915,,,GoNoGo Task
ESQ,1670.538107,,Absorption_response,8.6,Experience Sampling Questions,1,8082915,,Marker Started at 10,GoNoGo Task
EXPERIMENT DATA:,GoNoGo Task,,,,,,,,,
Start Time,1670.554924,,,,,,,,,
gonogo START,1670.554967,,,,GoNoGo Task,1,8082915,,,
Go/NoGo Initialized,1678.154102,,,,GoNoGo Task,1,8082915,,,
Stimulus start,1679.220411,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1680.471422,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1681.274318,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1682.286935,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1683.098696,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1684.355117,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1685.163529,,,,GoNoGo Task,1,8082915,,Type: NoGo,
Stimulus end,1686.421246,TRUE,,,GoNoGo Task,1,8082915,,Type: NoGo,
Stimulus start,1687.484196,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1688.736936,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1689.795794,,,,GoNoGo Task,1,8082915,,Type: NoGo,
Stimulus end,1690.804476,TRUE,,,GoNoGo Task,1,8082915,,Type: NoGo,
Stimulus start,1691.356496,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1692.371068,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1693.182564,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1694.188039,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1694.749527,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1695.50438,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1696.307993,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1697.320548,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1697.885395,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1698.8874,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1699.694194,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1700.953951,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1702.031425,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1702.787212,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1703.350005,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1704.354112,noResponse,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1704.920711,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1705.687084,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus start,1706.49488,,,,GoNoGo Task,1,8082915,,Type: Go,
Stimulus end,1707.753957,FALSE,,,GoNoGo Task,1,8082915,,Type: Go,
