METADATA:,,,,,,,,,,
Block Runtime,Experiment Seed,Subject,,,,,,,,
ESQ,308.7309428,,Detailed_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,313.4121609,,Detailed_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 6,One-Back Task
ESQ,313.4133123,,Self_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,320.3775782,,Self_response,1.3,Experience Sampling Questions,1,5216479,,Marker Started at 8,One-Back Task
ESQ,320.3787155,,Focus_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,325.7792846,,Focus_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 2,One-Back Task
ESQ,325.780552,,Future_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,330.1608817,,Future_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 7,One-Back Task
ESQ,330.1619863,,Modality_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,335.3449026,,Modality_response,8.2,Experience Sampling Questions,1,5216479,,Marker Started at 5,One-Back Task
ESQ,335.3459021,,Intrusive_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,338.8949744,,Intrusive_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 4,One-Back Task
ESQ,338.8960718,,Deliberate_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,346.3122493,,Deliberate_response,4.4,Experience Sampling Questions,1,5216479,,Marker Started at 9,One-Back Task
ESQ,346.3134128,,Knowledge_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,352.7099559,,Knowledge_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 2,One-Back Task
ESQ,352.7110931,,Past_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,359.8121604,,Past_response,8.3,Experience Sampling Questions,1,5216479,,Marker Started at 10,One-Back Task
ESQ,359.8132802,,Other_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,365.9606209,,Other_response,2.5,Experience Sampling Questions,1,5216479,,Marker Started at 10,One-Back Task
EXPERIMENT DATA:,One-Back Task,,,,,,,,,
Start Time,365.9850004,,,,,,,,,
0-Back Start,365.9850447,,,,One-Back Task,1,5216479,,,
NoGoStimulus Start,400.9718757,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,402.4426843,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,404.0134429,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,405.4922687,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,407.4434069,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,408.5423331,TRUE,,,One-Back Task,1,5216479,None,OneBack,
OneBackStimulus Start,410.267609,,,,One-Back Task,1,5216479,,OneBack,
OneBackStimulus End,411.6258452,TRUE,,,One-Back Task,1,5216479,left,OneBack,
NoGoStimulus Start,416.9554862,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,417.65878,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,419.3795963,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,420.7086639,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,423.2346876,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,423.7596454,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,426.0703855,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,426.8094687,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,429.0241727,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,429.859116,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,431.9199294,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,432.9094252,TRUE,,,One-Back Task,1,5216479,None,OneBack,
OneBackStimulus Start,434.5476812,,,,One-Back Task,1,5216479,,OneBack,
OneBackStimulus End,435.2747991,TRUE,,,One-Back Task,1,5216479,right,OneBack,
NoGoStimulus Start,441.2355155,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,442.0088388,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,444.4689851,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,445.0589968,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,447.4482228,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,448.1085378,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,450.3358911,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,451.1588145,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,453.180562,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,454.2077756,TRUE,,,One-Back Task,1,5216479,None,OneBack,
OneBackStimulus Start,456.6611019,,,,One-Back Task,1,5216479,,OneBack,
OneBackStimulus End,457.4741247,TRUE,,,One-Back Task,1,5216479,left,OneBack,
NoGoStimulus Start,462.5316163,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,463.3074603,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,465.7598917,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,466.3572147,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,468.4443428,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,469.4068512,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,471.8609923,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,472.4569707,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,474.8617193,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,475.5069232,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,477.8094926,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,478.5567825,TRUE,,,One-Back Task,1,5216479,None,OneBack,
OneBackStimulus Start,479.6032084,,,,One-Back Task,1,5216479,,OneBack,
OneBackStimulus End,480.8898163,TRUE,,,One-Back Task,1,5216479,right,OneBack,
NoGoStimulus Start,487.1377455,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,487.6733718,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,489.914431,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,490.7230592,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,492.5387174,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,493.7730015,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,495.7085534,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,496.8226829,TRUE,,,One-Back Task,1,5216479,None,OneBack,
NoGoStimulus Start,498.9135136,,,,One-Back Task,1,5216479,,OneBack,
NoGoStimulus End,499.8734114,TRUE,,,One-Back Task,1,5216479,None,OneBack,
OneBackStimulus Start,501.3816222,,,,One-Back Task,1,5216479,,OneBack,
OneBackStimulus End,502.0560298,FALSE,,,One-Back Task,1,5216479,right,OneBack,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,505.9403445,,,,,,,,,
ESQ,510.4518604,,Problem_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,515.9388983,,Problem_response,2,Experience Sampling Questions,1,5216479,,Marker Started at 10,One-Back Task
ESQ,515.9400964,,Past_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,523.5070364,,Past_response,8.3,Experience Sampling Questions,1,5216479,,Marker Started at 3,One-Back Task
ESQ,523.5081772,,Modality_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,528.5225598,,Modality_response,9.8,Experience Sampling Questions,1,5216479,,Marker Started at 2,One-Back Task
ESQ,528.5236973,,Distracting_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,534.0224186,,Distracting_response,3.4,Experience Sampling Questions,1,5216479,,Marker Started at 9,One-Back Task
ESQ,534.023553,,Other_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,538.621595,,Other_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 6,One-Back Task
ESQ,538.6228812,,Emotion_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,543.8043531,,Emotion_response,5.4,Experience Sampling Questions,1,5216479,,Marker Started at 3,One-Back Task
ESQ,543.8054979,,Deliberate_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,547.8055,,Deliberate_response,3.2,Experience Sampling Questions,1,5216479,,Marker Started at 6,One-Back Task
ESQ,547.8066391,,Knowledge_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,557.2871166,,Knowledge_response,4.6,Experience Sampling Questions,1,5216479,,Marker Started at 3,One-Back Task
ESQ,557.288293,,Detailed_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,560.9384338,,Detailed_response,1.2,Experience Sampling Questions,1,5216479,,Marker Started at 4,One-Back Task
ESQ,560.9396562,,Future_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,565.0040039,,Future_response,1.7,Experience Sampling Questions,1,5216479,,Marker Started at 10,One-Back Task
ESQ,565.0051586,,Absorption_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,568.8208882,,Absorption_response,1.6,Experience Sampling Questions,1,5216479,,Marker Started at 6,One-Back Task
ESQ,568.822019,,Intrusive_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,572.1880689,,Intrusive_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 5,One-Back Task
ESQ,572.1892338,,Self_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,576.3202377,,Self_response,4.3,Experience Sampling Questions,1,5216479,,Marker Started at 9,One-Back Task
ESQ,576.3213533,,Focus_start,,Experience Sampling Questions,1,5216479,,,One-Back Task
ESQ,580.9199584,,Focus_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 7,One-Back Task
EXPERIMENT DATA:,Zero-Back Task,,,,,,,,,
Start Time,580.9318572,,,,,,,,,
0-Back Start,580.9318983,,,,Zero-Back Task,1,5216479,,,
NoGoStimulus Start,629.1988632,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,630.6688764,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,632.2395839,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,633.7182955,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,635.6690853,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,636.7684613,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
ZeroBackStimulus Start,639.0481593,,,,Zero-Back Task,1,5216479,,ZeroBack,
ZeroBackStimulus End,640.4689376,TRUE,,,Zero-Back Task,1,5216479,right,ZeroBack,
NoGoStimulus Start,645.1985954,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,645.9016467,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,647.6235881,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,648.9514817,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,651.4758499,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,652.0014624,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,654.3119635,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,655.0520732,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,657.2672147,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,658.1178423,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,660.1783803,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,661.1693505,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
ZeroBackStimulus Start,662.9103127,,,,Zero-Back Task,1,5216479,,ZeroBack,
ZeroBackStimulus End,664.9858453,TRUE,,,Zero-Back Task,1,5216479,right,ZeroBack,
NoGoStimulus Start,669.5117881,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,670.2852716,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,672.7454935,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,673.3350866,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,675.72409,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,676.3838206,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,678.6107048,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,679.4349996,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,681.4562323,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,682.4835667,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
ZeroBackStimulus Start,683.9484931,,,,Zero-Back Task,1,5216479,,ZeroBack,
ZeroBackStimulus End,685.4001798,TRUE,,,Zero-Back Task,1,5216479,right,ZeroBack,
NoGoStimulus Start,690.8249715,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,691.5999157,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,694.0529142,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,694.6499259,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,696.7359979,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,697.6991627,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,700.1531985,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,700.7496445,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,702.6540476,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,703.7992501,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,706.3142711,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,706.849461,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
ZeroBackStimulus Start,708.1742439,,,,Zero-Back Task,1,5216479,,ZeroBack,
ZeroBackStimulus End,709.0010083,TRUE,,,Zero-Back Task,1,5216479,right,ZeroBack,
NoGoStimulus Start,715.1575694,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,715.965816,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,718.4222035,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,719.0159284,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,720.7810356,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,722.082235,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,723.9388057,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,725.1319453,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,727.2228328,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,728.1821128,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,728.201462,,,,,,,,,
ESQ,730.744723,,Absorption_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,734.1818783,,Absorption_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 2,Zero-Back Task
ESQ,734.183038,,Modality_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,742.0822038,,Modality_response,5,Experience Sampling Questions,1,5216479,,Marker Started at 3,Zero-Back Task
ESQ,742.0833712,,Problem_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,747.9153774,,Problem_response,3.2,Experience Sampling Questions,1,5216479,,Marker Started at 8,Zero-Back Task
ESQ,747.9165151,,Past_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,750.8976334,,Past_response,2,Experience Sampling Questions,1,5216479,,Marker Started at 2,Zero-Back Task
ESQ,750.8987174,,Future_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,754.0155492,,Future_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 4,Zero-Back Task
ESQ,754.0166825,,Other_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,757.3472949,,Other_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 7,Zero-Back Task
ESQ,757.3484026,,Intrusive_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,761.2305357,,Intrusive_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 6,Zero-Back Task
ESQ,761.2316751,,Focus_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,762.2635913,,Focus_response,8,Experience Sampling Questions,1,5216479,,Marker Started at 8,Zero-Back Task
ESQ,762.2647011,,Self_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,766.581567,,Self_response,4.4,Experience Sampling Questions,1,5216479,,Marker Started at 9,Zero-Back Task
ESQ,766.5827223,,Detailed_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,770.4315044,,Detailed_response,1,Experience Sampling Questions,1,5216479,,Marker Started at 9,Zero-Back Task
ESQ,770.4326834,,Deliberate_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,774.6465778,,Deliberate_response,2.9,Experience Sampling Questions,1,5216479,,Marker Started at 10,Zero-Back Task
ESQ,774.6477464,,Emotion_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,779.0478405,,Emotion_response,4.6,Experience Sampling Questions,1,5216479,,Marker Started at 3,Zero-Back Task
ESQ,779.0490633,,Distracting_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,784.6796603,,Distracting_response,3.6,Experience Sampling Questions,1,5216479,,Marker Started at 7,Zero-Back Task
ESQ,784.6807839,,Knowledge_start,,Experience Sampling Questions,1,5216479,,,Zero-Back Task
ESQ,789.6310884,,Knowledge_response,4.4,Experience Sampling Questions,1,5216479,,Marker Started at 8,Zero-Back Task
EXPERIMENT DATA:,Zero-Back Task,,,,,,,,,
Start Time,789.6451001,,,,,,,,,
0-Back Start,789.6451398,,,,Zero-Back Task,1,5216479,,,
NoGoStimulus Start,809.008882,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,810.479123,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,812.0500807,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,813.5293263,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,815.4804358,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,816.5791957,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
ZeroBackStimulus Start,818.8595864,,,,Zero-Back Task,1,5216479,,ZeroBack,
ZeroBackStimulus End,819.6133422,TRUE,,,Zero-Back Task,1,5216479,right,ZeroBack,
NoGoStimulus Start,825.0088692,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,825.7121861,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,827.4343687,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,828.7624671,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,831.2876151,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,831.8133884,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,834.1237789,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,834.8637293,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,837.0780423,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,837.9121456,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,839.9730612,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,840.9628961,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
ZeroBackStimulus Start,842.7046034,,,,Zero-Back Task,1,5216479,,ZeroBack,
ZeroBackStimulus End,843.3814574,TRUE,,,Zero-Back Task,1,5216479,right,ZeroBack,
NoGoStimulus Start,849.2891631,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,850.0624959,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,852.5227749,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,853.1126187,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,855.5019454,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,856.1613661,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,858.3893531,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,859.2123239,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,861.2329585,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,862.2606654,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
ZeroBackStimulus Start,863.7264642,,,,Zero-Back Task,1,5216479,,ZeroBack,
ZeroBackStimulus End,864.4618582,TRUE,,,Zero-Back Task,1,5216479,right,ZeroBack,
NoGoStimulus Start,870.6017974,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,871.3771834,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,873.8305322,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,874.4274145,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,876.5146048,,,,Zero-Back Task,1,5216479,,ZeroBack,
NoGoStimulus End,877.4781063,TRUE,,,Zero-Back Task,1,5216479,None,ZeroBack,
NoGoStimulus Start,879.9317453,,,,Zero-Back Task,1,5216479,,ZeroBack,
