METADATA:,,,,,,,,,,
Block Runtime,Experiment Seed,Subject,,,,,,,,
90,4528320,subject004,,,,,,,,
Time after setup,1116.972447,,,,,,,,,
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Movie Task,,,,,,,,,
Start Time,1131.720995,,,,,,,,,
Movie Task Start,1131.721036,,,,Movie Task,1,4528320,,,
Movie Init,1163.797932,,,,Movie Task,1,4528320,,,
Movie Start,1163.798015,,,,Movie Task,1,4528320,,,
Movie End,1286.811967,,,,Movie Task,1,4528320,,,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,1286.817864,,,,,,,,,
ESQ,1292.40862,,Deliberate_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1318.078171,,Deliberate_response,5,Experience Sampling Questions,1,4528320,,Marker Started at 10,Movie Task
ESQ,1318.079346,,Emotion_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1323.094417,,Emotion_response,10,Experience Sampling Questions,1,4528320,,Marker Started at 6,Movie Task
ESQ,1323.095592,,Self_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1331.944118,,Self_response,2,Experience Sampling Questions,1,4528320,,Marker Started at 7,Movie Task
ESQ,1331.945312,,Absorption_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1338.694477,,Absorption_response,5,Experience Sampling Questions,1,4528320,,Marker Started at 5,Movie Task
ESQ,1338.695658,,Knowledge_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1349.79467,,Knowledge_response,7,Experience Sampling Questions,1,4528320,,Marker Started at 5,Movie Task
ESQ,1349.795788,,Detailed_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1359.377901,,Detailed_response,7.5,Experience Sampling Questions,1,4528320,,Marker Started at 6,Movie Task
ESQ,1359.379065,,Past_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1366.926355,,Past_response,6.8,Experience Sampling Questions,1,4528320,,Marker Started at 6,Movie Task
ESQ,1366.927489,,Problem_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1377.676081,,Problem_response,2.2,Experience Sampling Questions,1,4528320,,Marker Started at 2,Movie Task
ESQ,1377.677166,,Intrusive_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1383.675922,,Intrusive_response,8.4,Experience Sampling Questions,1,4528320,,Marker Started at 10,Movie Task
ESQ,1383.677042,,Focus_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1393.775911,,Focus_response,3.1,Experience Sampling Questions,1,4528320,,Marker Started at 2,Movie Task
ESQ,1393.77703,,Modality_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1401.52489,,Modality_response,5,Experience Sampling Questions,1,4528320,,Marker Started at 5,Movie Task
ESQ,1401.526044,,Distracting_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1410.724827,,Distracting_response,4.7,Experience Sampling Questions,1,4528320,,Marker Started at 7,Movie Task
ESQ,1410.725951,,Future_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1415.541668,,Future_response,4.1,Experience Sampling Questions,1,4528320,,Marker Started at 3,Movie Task
ESQ,1415.542919,,Other_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1422.158129,,Other_response,2.9,Experience Sampling Questions,1,4528320,,Marker Started at 9,Movie Task
EXPERIMENT DATA:,Movie Task,,,,,,,,,
Start Time,1422.177406,,,,,,,,,
Movie Task Start,1422.177446,,,,Movie Task,1,4528320,,,
Movie Init,1445.917352,,,,Movie Task,1,4528320,,,
Movie Start,1445.917427,,,,Movie Task,1,4528320,,,
Movie End,1570.171867,,,,Movie Task,1,4528320,,,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,1570.178336,,,,,,,,,
ESQ,1574.251202,,Intrusive_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1578.33603,,Intrusive_response,2.1,Experience Sampling Questions,1,4528320,,Marker Started at 7,Movie Task
ESQ,1578.337095,,Emotion_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1587.052675,,Emotion_response,4.3,Experience Sampling Questions,1,4528320,,Marker Started at 10,Movie Task
ESQ,1587.053865,,Other_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1591.485725,,Other_response,10,Experience Sampling Questions,1,4528320,,Marker Started at 10,Movie Task
ESQ,1591.486879,,Modality_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1595.886528,,Modality_response,1,Experience Sampling Questions,1,4528320,,Marker Started at 6,Movie Task
ESQ,1595.887666,,Future_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1603.985479,,Future_response,5.4,Experience Sampling Questions,1,4528320,,Marker Started at 7,Movie Task
ESQ,1603.98595,,Knowledge_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1612.785145,,Knowledge_response,5.5,Experience Sampling Questions,1,4528320,,Marker Started at 7,Movie Task
ESQ,1612.786191,,Problem_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1617.920005,,Problem_response,6.3,Experience Sampling Questions,1,4528320,,Marker Started at 9,Movie Task
ESQ,1617.921126,,Past_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1623.252138,,Past_response,6.7,Experience Sampling Questions,1,4528320,,Marker Started at 5,Movie Task
ESQ,1623.253236,,Absorption_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1629.901814,,Absorption_response,1.6,Experience Sampling Questions,1,4528320,,Marker Started at 4,Movie Task
ESQ,1629.902066,,Detailed_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1638.150848,,Detailed_response,4.7,Experience Sampling Questions,1,4528320,,Marker Started at 9,Movie Task
ESQ,1638.151957,,Focus_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1643.467539,,Focus_response,9.4,Experience Sampling Questions,1,4528320,,Marker Started at 5,Movie Task
ESQ,1643.46869,,Deliberate_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1651.517249,,Deliberate_response,8.3,Experience Sampling Questions,1,4528320,,Marker Started at 3,Movie Task
ESQ,1651.518372,,Distracting_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1657.484111,,Distracting_response,1.6,Experience Sampling Questions,1,4528320,,Marker Started at 7,Movie Task
ESQ,1657.485248,,Self_start,,Experience Sampling Questions,1,4528320,,,Movie Task
ESQ,1660.316885,,Self_response,2,Experience Sampling Questions,1,4528320,,Marker Started at 2,Movie Task
EXPERIMENT DATA:,Friend Task,,,,,,,,,
Start Time,1666.669321,,,,,,,,,
Self_Task_Start,1697.04422,,,,Friend Task,1,4528320,,,
Start_of_nervous,1701.115041,,,,Friend Task,1,4528320,,,
End_of_nervous,1701.115041,,,,Friend Task,1,4528320,left,,
Start_of_unfriendly,1710.131452,,,,Friend Task,1,4528320,,,
End_of_unfriendly,1710.131452,,,,Friend Task,1,4528320,left,,
Start_of_egotistical,1715.281489,,,,Friend Task,1,4528320,,,
End_of_egotistical,1715.281489,,,,Friend Task,1,4528320,left,,
Start_of_efficient,1721.46446,,,,Friend Task,1,4528320,,,
End_of_efficient,1721.46446,,,,Friend Task,1,4528320,right,,
Start_of_intelligent,1727.281037,,,,Friend Task,1,4528320,,,
End_of_intelligent,1727.281037,,,,Friend Task,1,4528320,right,,
Start_of_tidy,1732.181193,,,,Friend Task,1,4528320,,,
End_of_tidy,1732.181193,,,,Friend Task,1,4528320,right,,
Start_of_independent,1737.2646,,,,Friend Task,1,4528320,,,
End_of_independent,1737.2646,,,,Friend Task,1,4528320,right,,
Start_of_thoughtful,1742.147234,,,,Friend Task,1,4528320,,,
End_of_thoughtful,1742.147234,,,,Friend Task,1,4528320,right,,
Start_of_unattentive,1746.930474,,,,Friend Task,1,4528320,,,
End_of_unattentive,1746.930474,,,,Friend Task,1,4528320,left,,
Start_of_relaxed,1752.480047,,,,Friend Task,1,4528320,,,
End_of_relaxed,1752.480047,,,,Friend Task,1,4528320,right,,
Start_of_obedient,1758.197256,,,,Friend Task,1,4528320,,,
End_of_obedient,1758.197256,,,,Friend Task,1,4528320,right,,
Start_of_unhealthy,1763.280365,,,,Friend Task,1,4528320,,,
End_of_unhealthy,1763.280365,,,,Friend Task,1,4528320,left,,
Start_of_selfish,1768.197034,,,,Friend Task,1,4528320,,,
End_of_selfish,1768.197034,,,,Friend Task,1,4528320,left,,
Start_of_dependable,1773.179267,,,,Friend Task,1,4528320,,,
End_of_dependable,1773.179267,,,,Friend Task,1,4528320,right,,
Start_of_uninteresting,1778.279333,,,,Friend Task,1,4528320,,,
End_of_uninteresting,1778.279333,,,,Friend Task,1,4528320,left,,
EXPERIMENT DATA:,Experience Sampling Questions,,,,,,,,,
Start Time,1779.6539,,,,,,,,,
ESQ,1783.958624,,Intrusive_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1796.678645,,Intrusive_response,4.9,Experience Sampling Questions,1,4528320,,Marker Started at 6,Friend Task
ESQ,1796.679756,,Self_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1801.363134,,Self_response,2.8,Experience Sampling Questions,1,4528320,,Marker Started at 8,Friend Task
ESQ,1801.364249,,Absorption_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1805.779087,,Absorption_response,7.3,Experience Sampling Questions,1,4528320,,Marker Started at 6,Friend Task
ESQ,1805.780215,,Deliberate_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1809.895412,,Deliberate_response,9.7,Experience Sampling Questions,1,4528320,,Marker Started at 6,Friend Task
ESQ,1809.896538,,Other_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1814.528157,,Other_response,9.7,Experience Sampling Questions,1,4528320,,Marker Started at 5,Friend Task
ESQ,1814.529372,,Focus_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1821.245192,,Focus_response,9.5,Experience Sampling Questions,1,4528320,,Marker Started at 10,Friend Task
ESQ,1821.24609,,Future_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1824.561753,,Future_response,2,Experience Sampling Questions,1,4528320,,Marker Started at 2,Friend Task
ESQ,1824.562988,,Knowledge_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1829.195071,,Knowledge_response,10,Experience Sampling Questions,1,4528320,,Marker Started at 3,Friend Task
ESQ,1829.195338,,Distracting_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1834.178208,,Distracting_response,1,Experience Sampling Questions,1,4528320,,Marker Started at 9,Friend Task
ESQ,1834.179336,,Emotion_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1837.860986,,Emotion_response,10,Experience Sampling Questions,1,4528320,,Marker Started at 7,Friend Task
ESQ,1837.862066,,Problem_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1841.444298,,Problem_response,1.3,Experience Sampling Questions,1,4528320,,Marker Started at 3,Friend Task
ESQ,1841.445413,,Detailed_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1848.644443,,Detailed_response,8,Experience Sampling Questions,1,4528320,,Marker Started at 9,Friend Task
ESQ,1848.645581,,Modality_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1856.161031,,Modality_response,8.8,Experience Sampling Questions,1,4528320,,Marker Started at 7,Friend Task
ESQ,1856.162121,,Past_start,,Experience Sampling Questions,1,4528320,,,Friend Task
ESQ,1862.994168,,Past_response,9.3,Experience Sampling Questions,1,4528320,,Marker Started at 5,Friend Task
EXPERIMENT DATA:,Friend Task,,,,,,,,,
Start Time,1863.008934,,,,,,,,,
Self_Task_Start,1881.853747,,,,Friend Task,1,4528320,,,
Start_of_quarrelsome,1885.926464,,,,Friend Task,1,4528320,,,
End_of_quarrelsome,1885.926464,,,,Friend Task,1,4528320,left,,
Start_of_unconventional,1890.942176,,,,Friend Task,1,4528320,,,
End_of_unconventional,1890.942176,,,,Friend Task,1,4528320,left,,
Start_of_trustworthy,1897.408738,,,,Friend Task,1,4528320,,,
End_of_trustworthy,1897.408738,,,,Friend Task,1,4528320,right,,
Start_of_unintelligent,1902.109392,,,,Friend Task,1,4528320,,,
End_of_unintelligent,1902.109392,,,,Friend Task,1,4528320,left,,
