METADATA:
Experiment Seed,Subject
799009,000
Time after setup,11.657113700000025
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Reading Task
Start Time,16.531642999999974
Reading start,16.537511199999983,,,,Reading Task,1,000,,,
Reading trial start,30.982445700000028,,,,Reading Task,1,000,,"['Coloured', 'pencils are', 'sometimes', 'used by', 'teachers', 'or editors', 'to correct', 'submitted', 'texts,', 'but', 'are', 'typically', 'regarded as', 'art', 'supplies.']",
Reading trial ended,45.53409979999998,,,,Reading Task,1,000,,,
Reading trial start,45.553121499999975,,,,Reading Task,1,000,,"['During', 'the 17th', 'Century,', 'pipe', 'smoking', 'became a', 'new trend', 'among', 'the Dutch', 'youth,', 'specifically', 'upper and', 'middle', 'class', 'students.']",
Reading trial ended,60.67974850000002,,,,Reading Task,1,000,,,
Reading trial start,60.6999644,,,,Reading Task,1,000,,"['Posters', 'are also', 'used for', 'reproductions', 'of', 'artwork,', 'particularly', 'famous', 'works,', 'and are', 'low-cost', 'compared', 'to the', 'original', 'artwork.']",
Reading trial ended,75.25800269999996,,,,Reading Task,1,000,,,
Reading trial start,75.27721720000005,,,,Reading Task,1,000,,"['Lips', 'are very', 'sensitive', 'to touch,', 'warmth,', 'and cold,', 'they are', 'therefore', 'an important', 'aid for', 'exploring', 'unknown', 'objects', 'for', 'babies.']",
Reading trial ended,89.83613269999995,,,,Reading Task,1,000,,,
Reading trial start,89.85579030000002,,,,Reading Task,1,000,,"['Since', 'the early', '1900s,', 'coloured', 'scarves', 'with', 'tassles', 'have been', 'worn by', 'fans of', 'association', 'football', 'teams', 'across', 'the world.']",
Reading trial ended,104.41479699999996,,,,Reading Task,1,000,,,
Reading trial start,104.4343743,,,,Reading Task,1,000,,"['Seaweeds', 'are', 'sometimes', 'used as', 'animal', 'feed,', 'and have', 'long been', 'eaten by', 'sheep,', 'horses', 'and cattle', 'in', 'Northern', 'Europe.']",
Reading trial ended,118.99257900000003,,,,Reading Task,1,000,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,118.99708890000005
ESQ,120.36329940000002,,Problem_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,121.82853989999995,,Problem_response,5.0,Experience Sampling Questions,1,000,,Marker Started at 5,Reading Task
ESQ,121.82899189999995,,Past_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,122.86271370000003,,Past_response,5.0,Experience Sampling Questions,1,000,,Marker Started at 5,Reading Task
ESQ,122.86356310000002,,Future_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,123.89702400000004,,Future_response,5.0,Experience Sampling Questions,1,000,,Marker Started at 5,Reading Task
ESQ,123.89787070000006,,Sounds_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,124.91435559999996,,Sounds_response,7.0,Experience Sampling Questions,1,000,,Marker Started at 7,Reading Task
ESQ,124.91536190000005,,Images_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,125.94865829999998,,Images_response,7.1,Experience Sampling Questions,1,000,,Marker Started at 7,Reading Task
ESQ,125.94949939999998,,Deliberate_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,126.98343900000003,,Deliberate_response,3.9,Experience Sampling Questions,1,000,,Marker Started at 4,Reading Task
ESQ,126.98429170000003,,Distracting_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,128.01680779999998,,Distracting_response,4.0,Experience Sampling Questions,1,000,,Marker Started at 4,Reading Task
ESQ,128.01773510000004,,Knowledge_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,129.05087699999996,,Knowledge_response,7.1,Experience Sampling Questions,1,000,,Marker Started at 7,Reading Task
ESQ,129.05186999999995,,Focus_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,130.085213,,Focus_response,6.0,Experience Sampling Questions,1,000,,Marker Started at 6,Reading Task
ESQ,130.08606049999997,,Self_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,131.1034285,,Self_response,8.0,Experience Sampling Questions,1,000,,Marker Started at 8,Reading Task
ESQ,131.10425379999998,,Emotion_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,132.13687550000003,,Emotion_response,9.0,Experience Sampling Questions,1,000,,Marker Started at 9,Reading Task
ESQ,132.1377028,,Intrusive_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,133.17108190000005,,Intrusive_response,4.0,Experience Sampling Questions,1,000,,Marker Started at 4,Reading Task
ESQ,133.17206649999997,,Absorption_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,134.20513520000003,,Absorption_response,8.0,Experience Sampling Questions,1,000,,Marker Started at 8,Reading Task
ESQ,134.20584690000004,,Other_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,135.25601739999996,,Other_response,9.0,Experience Sampling Questions,1,000,,Marker Started at 9,Reading Task
ESQ,135.25631979999997,,Detailed_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,136.62369940000002,,Detailed_response,4.0,Experience Sampling Questions,1,000,,Marker Started at 4,Reading Task
ESQ,136.62463040000006,,Words_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,138.07600429999997,,Words_response,9.0,Experience Sampling Questions,1,000,,Marker Started at 9,Reading Task
EXPERIMENT DATA:,Reading Task
Start Time,138.09318609999997
Reading start,138.0977896,,,,Reading Task,1,000,,,
Reading trial start,139.77474390000003,,,,Reading Task,1,000,,"['Clock', 'is', 'one of', 'the oldest', 'human', 'inventions,', 'meeting', 'the need', 'to', 'measure', 'intervals', 'of time', 'shorter', 'than', 'a day.']",
Reading trial ended,154.33808800000003,,,,Reading Task,1,000,,,
Reading trial start,154.35436539999995,,,,Reading Task,1,000,,"['In the', 'mid-1800s,', 'magazines', 'gained', 'popularity,', 'they were', 'general', 'interest to', 'begin with,', 'containing', 'news,', 'political', 'events,', 'and social', 'discussion.']",
Reading trial ended,168.91586179999996,,,,Reading Task,1,000,,,
Reading trial start,168.9314678,,,,Reading Task,1,000,,"['Television', 'services', 'in some', 'countries', 'are', 'funded by', 'a licence,', 'so', 'advertising', 'plays a', 'lesser', 'role', 'or', 'no role', 'at all.']",
Reading trial ended,183.49400910000003,,,,Reading Task,1,000,,,
Reading trial start,183.50913039999995,,,,Reading Task,1,000,,"['One of', 'the biggest', 'threats to', 'elephant', 'populations', 'is', 'illegal', 'ivory', 'trade,', 'as', 'they', 'are', 'poached', 'for their', 'tusks.']",
Reading trial ended,198.0561138,,,,Reading Task,1,000,,,
Reading trial start,198.0731897,,,,Reading Task,1,000,,"['Today most', 'newspapers', 'are published', 'online,', 'with', 'frequent', 'updates', 'throughout', 'the day, and', 'some have', 'abandoned', 'their', 'print', 'versions', 'entirely.']",
Reading trial ended,212.63389190000004,,,,Reading Task,1,000,,,
Reading trial start,212.65322039999995,,,,Reading Task,1,000,,"['All', 'mammals', 'have', 'some hair', 'on their', 'skin,', 'even marine', 'mammals', 'like', 'whales and', 'dolphins,', 'which', 'appear', 'to be', 'hairless.']",
Reading trial ended,227.21194829999996,,,,Reading Task,1,000,,,
Reading trial start,227.2275709,,,,Reading Task,1,000,,"['An electron', 'microscope', 'produces', 'a visible,', 'clear', 'image of', 'small', 'organelles,', 'resulting', 'in', 'a more', 'efficient', 'way to', 'detect', 'pathogens.']",
Reading trial ended,241.77436519999998,,,,Reading Task,1,000,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,241.77793219999995
ESQ,242.81020540000003,,Intrusive_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,244.34277730000002,,Intrusive_response,6.0,Experience Sampling Questions,1,000,,Marker Started at 6,Reading Task
ESQ,244.34363679999996,,Future_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,245.67857799999996,,Future_response,3.0,Experience Sampling Questions,1,000,,Marker Started at 3,Reading Task
ESQ,245.67956310000005,,Knowledge_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,247.0615426,,Knowledge_response,4.0,Experience Sampling Questions,1,000,,Marker Started at 4,Reading Task
ESQ,247.06242330000003,,Detailed_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,248.44603360000002,,Detailed_response,5.0,Experience Sampling Questions,1,000,,Marker Started at 5,Reading Task
ESQ,248.44686310000003,,Problem_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,249.84713159999995,,Problem_response,4.0,Experience Sampling Questions,1,000,,Marker Started at 4,Reading Task
ESQ,249.84806050000003,,Absorption_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,254.11857070000002,,Absorption_response,2.0,Experience Sampling Questions,1,000,,Marker Started at 2,Reading Task
ESQ,254.119399,,Focus_start,,Experience Sampling Questions,1,000,,,Reading Task
ESQ,261.10610649999995,,Focus_response,6.0,Experience Sampling Questions,1,000,,Marker Started at 6,Reading Task
ESQ,261.10694340000003,,Images_start,,Experience Sampling Questions,1,000,,,Reading Task
