METADATA:,,,,,,,,,,
Experiment Seed,Subject,,,,,,,,,
968467,RA1,,,,,,,,,
Time after setup,24.170819,,,,,,,,,
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Hard Math Task,,,,,,,,,
Start Time,56.972752,,,,,,,,,
Math Task Start,80.2755032,,,,Hard Math Task,1,ra1dav,,,
fixation cross,80.287733,,,,Hard Math Task,1,ra1dav,,,
Math Trial Start,82.3342488,,,,Hard Math Task,1,ra1dav,,,
Choice presented,82.3505342,,,,Hard Math Task,1,ra1dav,,,
Choice made,87.2688461,,,,Hard Math Task,1,ra1dav,,,
Math Trial End,87.2689149,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial End,87.2689509,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial Start,89.3021527,,,,Hard Math Task,1,ra1dav,,,
Choice presented,89.3069699,,,,Hard Math Task,1,ra1dav,,,
Choice made,91.5390092,,,,Hard Math Task,1,ra1dav,,,
Math Trial End,91.5390834,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial End,91.539123,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial Start,93.5761611,,,,Hard Math Task,1,ra1dav,,,
Choice presented,93.5931443,,,,Hard Math Task,1,ra1dav,,,
Choice made,95.4921193,,,,Hard Math Task,1,ra1dav,,,
Math Trial End,95.4921935,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial End,95.4922338,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial Start,97.5263228,,,,Hard Math Task,1,ra1dav,,,
Choice presented,97.5457137,,,,Hard Math Task,1,ra1dav,,,
Choice made,99.9122756,,,,Hard Math Task,1,ra1dav,,,
Math Trial End,99.9123439,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial End,99.9123822,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial Start,101.9429678,,,,Hard Math Task,1,ra1dav,,,
Choice presented,101.9490387,,,,Hard Math Task,1,ra1dav,,,
Choice made,103.8487446,,,,Hard Math Task,1,ra1dav,,,
Math Trial End,103.8488136,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial End,103.8488519,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial Start,105.8791291,,,,Hard Math Task,1,ra1dav,,,
Choice presented,105.8857438,,,,Hard Math Task,1,ra1dav,,,
Choice made,107.7850678,,,,Hard Math Task,1,ra1dav,,,
Math Trial End,107.7850972,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial End,107.7851293,TRUE,,,Hard Math Task,1,ra1dav,,,
Math Trial Start,109.8149343,,,,Hard Math Task,1,ra1dav,,,
Choice presented,109.8221641,,,,Hard Math Task,1,ra1dav,,,
Choice made,111.7216618,,,,Hard Math Task,1,ra1dav,,,
Math Trial End,111.721743,TRUE,,,Hard Math Task,1,ra1dav,,,
