METADATA:
Experiment Seed,Subject
1085285,Enter Name Here
Time after setup,413.02447249996476
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Two-Back Task
Start Time,415.8571292000124
2-back Task Start,416.51682279998204,,,,Two-Back Task,1,Enter Name Here,,faces,
fixation cross,416.5587587999762,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,418.6234219999751,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,418.6235614999896,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,420.6400404999731,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,420.6401186999865,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,422.67498449998675,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,422.6750252000056,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,424.69528539996827,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,424.69536589999916,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,426.7342137999949,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,426.73425819998374,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,428.75038769998355,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,428.7504470999702,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,430.8110868000076,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,430.81115239998326,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,432.8336775000207,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,432.83373690000735,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,434.8738019000157,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,434.873858499981,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,436.8893233999843,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,436.8893727000104,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,438.92473849997623,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,438.9247807000065,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,440.93838989996584,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,440.938441700011,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,442.9814881000202,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,442.9815442999825,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,445.001103699964,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,445.00115610001376,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,447.04366899997694,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,447.0437191000092,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,449.0565655999817,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,449.05661309999414,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,451.0982148000039,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,451.0982692000107,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,453.1124512999668,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,453.1125716000097,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,455.1516829999746,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,455.1517240999965,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,457.16989720001584,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,457.1699975999654,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,459.2063406999805,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,459.2063813999994,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,461.22402039996814,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,461.2240752999787,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,463.26567639998393,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,463.26573970000027,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,465.2805749999825,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,465.2806462000008,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,467.31774630001746,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,467.3177845000173,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,469.328543599986,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,469.32859029999236,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,471.36727869999595,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,471.36733819998335,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,473.3771778999944,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,473.37722819997,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,475.41836630000034,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,475.4184346999973,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,477.432909599971,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,477.43297909997636,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial Start,479.4729417000199,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice presented,479.4730317000067,,,,Two-Back Task,1,Enter Name Here,,faces,
Choice made,481.4962135999813,,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Trial End,481.4963083000039,False,,,Two-Back Task,1,Enter Name Here,,faces,
2-back Task End,483.50442020001356,,,,Two-Back Task,1,Enter Name Here,,faces,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,489.28099399997154
ESQ,491.4908119000029,,Other_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,493.05882340000244,,Other_response,8.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 8,Two-Back Task-faces
ESQ,493.06009809998795,,Emotion_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,494.0931202999782,,Emotion_response,9.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 9,Two-Back Task-faces
ESQ,494.09464199998183,,Words_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,495.28797549998853,,Words_response,2.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 2,Two-Back Task-faces
ESQ,495.2907930999645,,Sounds_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,496.4757221000036,,Sounds_response,2.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 2,Two-Back Task-faces
ESQ,496.47827279998455,,Past_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,497.6987474000198,,Past_response,9.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 9,Two-Back Task-faces
ESQ,497.70014849997824,,Distracting_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,498.89923189999536,,Distracting_response,2.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 2,Two-Back Task-faces
ESQ,498.9012278000009,,Absorption_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,499.9822138000163,,Absorption_response,5.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 5,Two-Back Task-faces
ESQ,499.9840218999889,,Images_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,501.1218762000208,,Images_response,7.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 7,Two-Back Task-faces
ESQ,501.124379099987,,Future_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,502.18445669999346,,Future_response,8.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 8,Two-Back Task-faces
ESQ,502.18626990000485,,Detailed_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,503.3915658000042,,Detailed_response,4.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 4,Two-Back Task-faces
ESQ,503.39313059998676,,Problem_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,504.45561249996535,,Problem_response,4.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 4,Two-Back Task-faces
ESQ,504.4569519999786,,Self_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,505.57366809999803,,Self_response,9.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 9,Two-Back Task-faces
ESQ,505.5756150999805,,Knowledge_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,506.684686099994,,Knowledge_response,2.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 2,Two-Back Task-faces
ESQ,506.6867097999784,,Focus_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,507.89966709999135,,Focus_response,3.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 3,Two-Back Task-faces
ESQ,507.90163009997923,,Deliberate_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,508.96157509996556,,Deliberate_response,9.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 9,Two-Back Task-faces
ESQ,508.9631110000191,,Intrusive_start,,Experience Sampling Questions,1,Enter Name Here,,,Two-Back Task-faces
ESQ,510.03954440000234,,Intrusive_response,6.0,Experience Sampling Questions,1,Enter Name Here,,Marker Started at 6,Two-Back Task-faces
EXPERIMENT DATA:,Two-Back Task
Start Time,510.061221299984
2-back Task Start,510.6067520999932,,,,Two-Back Task,1,Enter Name Here,,scenes,
fixation cross,510.63974259997485,,,,Two-Back Task,1,Enter Name Here,,scenes,
2-back Trial Start,512.6776961999713,,,,Two-Back Task,1,Enter Name Here,,scenes,
Choice presented,512.6777494999697,,,,Two-Back Task,1,Enter Name Here,,scenes,
Choice made,514.6918058000156,,,,Two-Back Task,1,Enter Name Here,,scenes,
2-back Trial End,514.6918523000204,False,,,Two-Back Task,1,Enter Name Here,,scenes,
2-back Trial Start,516.7271003999631,,,,Two-Back Task,1,Enter Name Here,,scenes,
Choice presented,516.7271486999816,,,,Two-Back Task,1,Enter Name Here,,scenes,
Choice made,518.7497345000156,,,,Two-Back Task,1,Enter Name Here,,scenes,
2-back Trial End,518.7497867000056,False,,,Two-Back Task,1,Enter Name Here,,scenes,
2-back Trial Start,520.7786962999962,,,,Two-Back Task,1,Enter Name Here,,scenes,
Choice presented,520.7787401999813,,,,Two-Back Task,1,Enter Name Here,,scenes,
Choice made,522.7964888999704,,,,Two-Back Task,1,Enter Name Here,,scenes,
2-back Trial End,522.7965453999932,False,,,Two-Back Task,1,Enter Name Here,,scenes,
2-back Trial Start,524.8268778999918,,,,Two-Back Task,1,Enter Name Here,,scenes,
