METADATA:
Experiment Seed,Subject
1478537,subject043
Time after setup,1303.2128614999965
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,One-Back Task
Start Time,1327.7336872999877
0-Back Start,1327.7337635000004,,,,One-Back Task,1,subject043,,,
NoGoStimulus Start,1428.3824259999965,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1429.3382159999892,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1431.4351485999941,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1432.392691999994,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1434.0103735999874,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1435.4433373999927,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1437.8677935999876,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1438.4955800999887,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1440.1392362999904,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1441.5497011999978,True,,,One-Back Task,1,subject043,None,OneBack,
OneBackStimulus Start,1443.785490899987,,,,One-Back Task,1,subject043,,OneBack,
OneBackStimulus End,1447.6028716,False,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1449.9244781999878,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1450.655627199987,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1452.7783903999953,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1453.708136199988,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1456.0205163999926,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1456.7619019999984,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1458.8358076000004,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1459.8129263999872,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1461.8313007999968,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1462.8655580999912,True,,,One-Back Task,1,subject043,None,OneBack,
OneBackStimulus Start,1464.153879599995,,,,One-Back Task,1,subject043,,OneBack,
OneBackStimulus End,1465.0505562999897,True,,,One-Back Task,1,subject043,right,OneBack,
NoGoStimulus Start,1470.4896126999956,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1471.9728770999936,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1473.616484099999,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1475.0269187999947,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1477.4100454,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1478.0777228999941,True,,,One-Back Task,1,subject043,None,OneBack,
OneBackStimulus Start,1480.491301099988,,,,One-Back Task,1,subject043,,OneBack,
OneBackStimulus End,1481.3652280999959,True,,,One-Back Task,1,subject043,right,OneBack,
NoGoStimulus Start,1485.8573524999956,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1487.1684247999947,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1489.232984999995,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1490.2211106999894,True,,,One-Back Task,1,subject043,None,OneBack,
NoGoStimulus Start,1491.8980988999974,,,,One-Back Task,1,subject043,,OneBack,
NoGoStimulus End,1493.2747760999919,True,,,One-Back Task,1,subject043,None,OneBack,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,1493.295487899988
ESQ,1504.4414083999873,,Other_start,,Experience Sampling Questions,1,subject043,,,One-Back Task
ESQ,1514.672763999988,,Other_response,1.0,Experience Sampling Questions,1,subject043,,Marker Started at 9,One-Back Task
ESQ,1514.674399399999,,Intrusive_start,,Experience Sampling Questions,1,subject043,,,One-Back Task
ESQ,1523.779738199999,,Intrusive_response,2.0,Experience Sampling Questions,1,subject043,,Marker Started at 9,One-Back Task
ESQ,1523.7813707999885,,Words_start,,Experience Sampling Questions,1,subject043,,,One-Back Task
ESQ,1528.4691049999965,,Words_response,10.0,Experience Sampling Questions,1,subject043,,Marker Started at 6,One-Back Task
ESQ,1528.470710900001,,Absorption_start,,Experience Sampling Questions,1,subject043,,,One-Back Task
ESQ,1533.0394514999934,,Absorption_response,10.0,Experience Sampling Questions,1,subject043,,Marker Started at 9,One-Back Task
ESQ,1533.040183899997,,Images_start,,Experience Sampling Questions,1,subject043,,,One-Back Task
