0,OneBack,NoGo,2.3696446343429005,0.6303553656570995,square,circle,,NA,,,,,,,,
1,OneBack,NoGo,1.644093057889886,1.355906942110114,square,triangle,,NA,,,,,,,,
2,OneBack,NoGo,1.834615691957658,1.165384308042342,square,triangle,,NA,,,,,,,,
3,OneBack,NoGo,2.086722000070156,0.9132779999298442,triangle,circle,,NA,,,,,,,,
4,OneBack,OneBack,2.374445138339329,3.625554861660671,?,?,circle,right,,,,,,,,
5,OneBack,NoGo,1.6250884463508233,1.3749115536491767,triangle,square,,NA,,,,,,,,
6,OneBack,NoGo,1.8403633329491602,1.1596366670508398,circle,triangle,,NA,,,,,,,,
7,OneBack,NoGo,1.8612475218322926,1.1387524781677074,triangle,circle,,NA,,,,,,,,
9,OneBack,NoGo,1.5521997861570402,1.4478002138429598,square,triangle,,NA,,,,,,,,
8,OneBack,OneBack,1.4036674857878193,4.596332514212181,?,?,square,left,,,,,,,,
10,OneBack,NoGo,1.5514528261944585,1.4485471738055415,triangle,circle,,NA,,,,,,,,
12,OneBack,NoGo,2.2798279574641387,0.7201720425358613,triangle,square,,NA,,,,,,,,
13,OneBack,NoGo,2.343558960600589,0.6564410393994109,circle,square,,NA,,,,,,,,
11,OneBack,OneBack,2.0730185870869433,3.9269814129130567,?,?,square,right,,,,,,,,
14,OneBack,NoGo,2.479655829788664,0.5203441702113358,triangle,circle,,NA,,,,,,,,
15,OneBack,NoGo,1.718726768371766,1.281273231628234,square,triangle,,NA,,,,,,,,
16,OneBack,NoGo,1.9933211406637752,1.0066788593362248,circle,triangle,,NA,,,,,,,,
29,OneBack,OneBack,1.4265187899741767,4.5734812100258235,?,?,circle,left,,,,,,,,
17,OneBack,NoGo,1.561680732786328,1.438319267213672,circle,triangle,,NA,,,,,,,,
18,OneBack,NoGo,2.456401286400312,0.543598713599688,square,circle,,NA,,,,,,,,
19,OneBack,NoGo,2.3462939647802212,0.6537060352197788,square,circle,,NA,,,,,,,,
20,OneBack,NoGo,2.0020789724778254,0.9979210275221746,triangle,square,,NA,,,,,,,,
33,OneBack,OneBack,1.270973646664187,4.729026353335813,?,?,triangle,left,,,,,,,,
21,OneBack,NoGo,1.7754020110786428,1.2245979889213572,circle,triangle,,NA,,,,,,,,
22,OneBack,NoGo,1.7348116246364524,1.2651883753635476,circle,triangle,,NA,,,,,,,,
23,OneBack,NoGo,1.731642901183302,1.268357098816698,square,circle,,NA,,,,,,,,
38,OneBack,OneBack,1.9284214058498774,4.071578594150123,?,?,square,left,,,,,,,,
24,OneBack,NoGo,1.751916303717782,1.248083696282218,triangle,circle,,NA,,,,,,,,
25,OneBack,NoGo,1.9699769734482522,1.0300230265517478,triangle,square,,NA,,,,,,,,
26,OneBack,NoGo,1.9189373355748716,1.0810626644251284,square,triangle,,NA,,,,,,,,
27,OneBack,NoGo,1.944779366640427,1.055220633359573,triangle,circle,,NA,,,,,,,,
28,OneBack,NoGo,1.8999695830566137,1.1000304169433863,triangle,square,,NA,,,,,,,,
30,OneBack,NoGo,1.9434691143927063,1.0565308856072937,square,triangle,,NA,,,,,,,,
42,OneBack,OneBack,1.3741715813436426,4.625828418656358,?,?,triangle,right,,,,,,,,
31,OneBack,NoGo,2.3460123198782306,0.6539876801217694,circle,triangle,,NA,,,,,,,,
32,OneBack,NoGo,1.7323714034070532,1.2676285965929468,triangle,circle,,NA,,,,,,,,
34,OneBack,NoGo,1.7685949109959407,1.2314050890040593,triangle,square,,NA,,,,,,,,
35,OneBack,NoGo,1.5041092364655113,1.4958907635344887,square,circle,,NA,,,,,,,,
36,OneBack,NoGo,2.262032802963078,0.7379671970369222,square,triangle,,NA,,,,,,,,
37,OneBack,NoGo,2.4841018724085933,0.5158981275914067,circle,square,,NA,,,,,,,,
47,OneBack,OneBack,1.8658165198129584,4.134183480187041,?,?,circle,left,,,,,,,,
39,OneBack,NoGo,2.4824559932360044,0.5175440067639956,triangle,circle,,NA,,,,,,,,
40,OneBack,NoGo,2.0500884196092923,0.9499115803907077,square,triangle,,NA,,,,,,,,
41,OneBack,NoGo,2.3518849014060894,0.6481150985939106,circle,triangle,,NA,,,,,,,,
43,OneBack,NoGo,1.9953826543648903,1.0046173456351097,circle,triangle,,NA,,,,,,,,
52,OneBack,OneBack,1.8397512245320617,4.160248775467938,?,?,circle,left,,,,,,,,
44,OneBack,NoGo,1.7436932101785798,1.2563067898214202,square,circle,,NA,,,,,,,,
45,OneBack,NoGo,2.087571582577707,0.912428417422293,square,triangle,,NA,,,,,,,,
46,OneBack,NoGo,2.433782453089629,0.5662175469103712,square,circle,,NA,,,,,,,,
48,OneBack,NoGo,2.2058084674757765,0.7941915325242235,circle,square,,NA,,,,,,,,
49,OneBack,NoGo,1.9065811036546032,1.0934188963453968,triangle,square,,NA,,,,,,,,
